資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	26192	13202	中	中	心中	心中	xingi_		2	2			ヂュゥ	シンヂュゥ					770l	2項目を統合（xinnaiのvel注記）	gi_
50-041-01	邦訳日葡辞書	26193	13203	瞋	瞋	瞋恚	瞋恚	xin-i		1	2			シン	シンイ					770l		xin
50-041-01	邦訳日葡辞書	26194	13203	恚	恚	瞋恚	瞋恚	xin-i		2	1			イ	シンイ					770l		i
50-041-01	邦訳日葡辞書	26195	13204	死	死	死人	死人	xinin		1	1			シ	シニン					770r		xi
50-041-01	邦訳日葡辞書	26196	13204	人	人	死人	死人	xinin		2	2			ニン	シニン					770r		nin
50-041-01	邦訳日葡辞書	26197	13205	信	信	信者	信者	xinja		1	2			シン	シンジャ				"見出し語出現形：xinja.l, xinjinxa."	770r		xin
50-041-01	邦訳日葡辞書	26198	13205	者	者	信者	信者	xinja		2	1			ジャ	シンジャ				"見出し語出現形：xinja.l, xinjinxa."	770r		ja
50-041-01	邦訳日葡辞書	26199	13206	信	信	信心者	信心者	xinjinxa		1	2			シン	シンジンシャ				"見出し語出現形：xinja.l, xinjinxa."	770rＬ		xin
50-041-01	邦訳日葡辞書	26200	13206	心	心	信心者	信心者	xinjinxa		2	2			ジン	シンジンシャ				"見出し語出現形：xinja.l, xinjinxa."	770rＬ		jin
50-041-01	邦訳日葡辞書	26201	13206	者	者	信心者	信心者	xinjinxa		3	1			シャ	シンジンシャ				"見出し語出現形：xinja.l, xinjinxa."	770rＬ		xa
50-041-01	邦訳日葡辞書	26202	13207	神	神	神前	神前	xinjen		1	2			シン	シンゼン					770r		xin
50-041-01	邦訳日葡辞書	26203	13207	前	前	神前	神前	xinjen		2	2			ゼン	シンゼン					770r		jen
50-041-01	邦訳日葡辞書	26204	13208	唇	唇	唇舌	唇舌	xinjet		1	2			シン	シンゼっ					770r		xin
50-041-01	邦訳日葡辞書	26205	13208	舌	舌	唇舌	唇舌	xinjet		2	2			ゼっ	シンゼっ					770r		jet
50-041-01	邦訳日葡辞書	26206	13209	進	進	進	進じ	xinji	混種語	1	2			シンじ	シンジ				"見出し語出現形：xinji, zuru, ita."	770r		xinji
50-041-01	邦訳日葡辞書	26207	13210	信	信	信	信じ	xinji	混種語	1	2			シンじ	シンジ				"見出し語出現形：xinji, zuru, ita."	770r		xinji
50-041-01	邦訳日葡辞書	26208	13211	信	信	信心	信心	xinjin		1	2			シン	シンジン					770r		xin
50-041-01	邦訳日葡辞書	26209	13211	心	心	信心	信心	xinjin		2	2			ジン	シンジン					770r		jin
50-041-01	邦訳日葡辞書	26210	13212	心	心	心身	心身	xinjin		1	2			シン	シンジン					770r		xin
50-041-01	邦訳日葡辞書	26211	13212	身	身	心身	心身	xinjin		2	2			ジン	シンジン					770r		jin
50-041-01	邦訳日葡辞書	26212	13213	心	心	心腎	心腎	xinjin		1	2			シン	シンジン					770r†		xin
50-041-01	邦訳日葡辞書	26213	13213	腎	腎	心腎	心腎	xinjin		2	2			ジン	シンジン					770r†		jin
50-041-01	邦訳日葡辞書	26214	13214	眞	真	眞實	真実	xinjit		1	2			シン	シンジっ					770r	"複合派生項目：xinjitna, xinjitni, xinjitno"	xin
50-041-01	邦訳日葡辞書	26215	13214	實	実	眞實	真実	xinjit		2	2			ジっ	シンジっ					770r	"複合派生項目：xinjitna, xinjitni, xinjitno"	jit
50-041-01	邦訳日葡辞書	26216	13215	新	新	新城	新城	xinjo_		1	2			シン	シンジャゥ					770r		xin
50-041-01	邦訳日葡辞書	26217	13215	城	城	新城	新城	xinjo_		2	2			ジャゥ	シンジャゥ					770r		jo_
50-041-01	邦訳日葡辞書	26218	13216	進	進	進上	進上	xinjo_		1	2			シン	シンジャゥ					770r		xin
50-041-01	邦訳日葡辞書	26219	13216	上	上	進上	進上	xinjo_		2	2			ジャゥ	シンジャゥ					770r		jo_
50-041-01	邦訳日葡辞書	26220	13217	新	新	新酒	新酒	xinju		1	2			シン	シンジュ					771l	2項目を統合（xinxuのvel注記）	xin
50-041-01	邦訳日葡辞書	26221	13217	酒	酒	新酒	新酒	xinju		2	1			ジュ	シンジュ					771l	2項目を統合（xinxuのvel注記）	ju
50-041-01	邦訳日葡辞書	26222	13218	信	信	信受	信受	xinju		1	2			シン	シンジュ					771l		xin
50-041-01	邦訳日葡辞書	26223	13218	受	受	信受	信受	xinju		2	1			ジュ	シンジュ					771l		ju
50-041-01	邦訳日葡辞書	26224	13219	淨	浄	淨頭	浄頭	xinj_		1	2			シン	シンジュゥ					771l		xin
50-041-01	邦訳日葡辞書	26225	13219	頭	頭	淨頭	浄頭	xinj_		2	2			ジュゥ	シンジュゥ					771l		j_
50-041-01	邦訳日葡辞書	26226	13220	眞	真	眞珠	真珠	xinju		1	2			シン	シンジュ					771l	2項目を統合	xin
50-041-01	邦訳日葡辞書	26227	13220	珠	珠	眞珠	真珠	xinju		2	1			ジュ	シンジュ					771l	2項目を統合	ju
50-041-01	邦訳日葡辞書	26228	13221	新	新	新米	新米	xinmai		1	2			シン	シンマイ					771l	2項目を統合（xinbeiのvel注記）	xin
50-041-01	邦訳日葡辞書	26229	13221	米	米	新米	新米	xinmai		2	2			マイ	シンマイ					771l	2項目を統合（xinbeiのvel注記）	mai
50-041-01	邦訳日葡辞書	26230	13222	神	神	神明	神明	xinmei		1	2			シン	シンメイ					771l		xin
50-041-01	邦訳日葡辞書	26231	13222	明	明	神明	神明	xinmei		2	2			メイ	シンメイ					771l		mei
50-041-01	邦訳日葡辞書	26232	13223	身	身	身命	身命	xinmei		1	2			シン	シンメイ				"見出し語出現形：xinmei. l, xinmeo_."	771l	2項目を統合（xinmio_のvel注記）	xin
50-041-01	邦訳日葡辞書	26233	13223	命	命	身命	身命	xinmei		2	2			メイ	シンメイ				"見出し語出現形：xinmei. l, xinmeo_."	771l	2項目を統合（xinmio_のvel注記）	mei
50-041-01	邦訳日葡辞書	26234	13224	身	身	身命	身命	xinmeo_		1	2			シン	シンメャゥ				"見出し語出現形：xinmei. l, xinmeo_."	771lＬ		xin
50-041-01	邦訳日葡辞書	26235	13224	命	命	身命	身命	xinmeo_		2	2			メャゥ	シンメャゥ				"見出し語出現形：xinmei. l, xinmeo_."	771lＬ		meo_
50-041-01	邦訳日葡辞書	26236	13225	心	心	心脈	心脈	xinmiacu		1	2			シン	シンミャク				推定表記出現形：心脈・診脈	771l		xin
50-041-01	邦訳日葡辞書	26237	13225	脈	脈	心脈	心脈	xinmiacu		2	2			ミャク	シンミャク				推定表記出現形：心脈・診脈	771l		miacu
50-041-01	邦訳日葡辞書	26238	13226	診	診	診脈	診脈	xinmiacu		1	2			シン	シンミャク				推定表記出現形：心脈・診脈	771l		xin
50-041-01	邦訳日葡辞書	26239	13226	脈	脈	診脈	診脈	xinmiacu		2	2			ミャク	シンミャク				推定表記出現形：心脈・診脈	771l		miacu
50-041-01	邦訳日葡辞書	26240	13227	身	身	身命	身命	xinmio_		1	2			シン	シンミャゥ				"見出し語出現形：xinmio_. l, xinmei."	771l		xin
50-041-01	邦訳日葡辞書	26241	13227	命	命	身命	身命	xinmio_		2	2			ミャゥ	シンミャゥ				"見出し語出現形：xinmio_. l, xinmei."	771l		mio_
50-041-01	邦訳日葡辞書	26242	13228	眞	真	眞妄	真妄	xinmo_		1	2			シン	シンマゥ					771l		xin
50-041-01	邦訳日葡辞書	26243	13228	妄	妄	眞妄	真妄	xinmo_		2	2			マゥ	シンマゥ					771l		mo_
50-041-01	邦訳日葡辞書	26244	13229	進	進	進物	進物	xinmot		1	2			シン	シンモっ					771l		xin
50-041-01	邦訳日葡辞書	26245	13229	物	物	進物	進物	xinmot		2	2			モっ	シンモっ					771l		mot
50-041-01	邦訳日葡辞書	26246	13230	心	心	心内	心内	xinnai		1	2			シン	シンナイ				"見出し語出現形：xinnai. l, xingi_."	771l		xin
50-041-01	邦訳日葡辞書	26247	13230	内	内	心内	心内	xinnai		2	2			ナイ	シンナイ				"見出し語出現形：xinnai. l, xingi_."	771l		nai
50-041-01	邦訳日葡辞書	26248	13231	新	新	新年	新年	xinnen		1	2			シン	シンネン					771l		xin
50-041-01	邦訳日葡辞書	26249	13231	年	年	新年	新年	xinnen		2	2			ネン	シンネン					771l		nen
50-041-01	邦訳日葡辞書	26250	13232	心	心	心念	心念	xinnen		1	2			シン	シンネン					771l†		xin
50-041-01	邦訳日葡辞書	26251	13232	念	念	心念	心念	xinnen		2	2			ネン	シンネン					771l†		nen
50-041-01	邦訳日葡辞書	26252	13233	心	心	心熱	心熱	xinnet		1	2			シン	シンネっ					771l†		xin
50-041-01	邦訳日葡辞書	26253	13233	熱	熱	心熱	心熱	xinnet		2	2			ネっ	シンネっ					771l†		net
50-041-01	邦訳日葡辞書	26254	13234	眞	真	眞如	真如	xinnho		1	2			シン	シンニョ					771l†		xin
50-041-01	邦訳日葡辞書	26255	13234	如	如	眞如	真如	xinnho		2	1			ニョ	シンニョ					771l†		nho
50-041-01	邦訳日葡辞書	26256	13235	身	身	身肉	身肉	xinnicu		1	2			シン	シンニク					771l		xin
50-041-01	邦訳日葡辞書	26257	13235	肉	肉	身肉	身肉	xinnicu		2	2			ニク	シンニク					771l		nicu
50-041-01	邦訳日葡辞書	26258	13236	親	親	親王	親王	xinno_		1	2			シン	シンナゥ					771l		xin
50-041-01	邦訳日葡辞書	26259	13236	王	王	親王	親王	xinno_		2	2			ナゥ	シンナゥ					771l		no_
50-041-01	邦訳日葡辞書	26260	13237	進	進	進納	進納	xinno_		1	2			シン	シンナゥ					771l		xin
50-041-01	邦訳日葡辞書	26261	13237	納	納	進納	進納	xinno_		2	2			ナゥ	シンナゥ					771l		no_
50-041-01	邦訳日葡辞書	26262	13238	眞	真	眞黒	真の黒	xinno curo	混種語	1	2			シン	シンノクロ					771r		xin
50-041-01	邦訳日葡辞書	26263	13239	心	心	心臟	心の臓	xinno zo_	混種語	1	2			シン	シンノザゥ					771r		xin
50-041-01	邦訳日葡辞書	26264	13239	臟	臓	心臟	心の臓	xinno zo_	混種語	3	2			ザゥ	シンノザゥ					771r		zo_
50-041-01	邦訳日葡辞書	26265	13240	四	四	四能	四能	xin_		1	1			シ	シノゥ					771r†		xi
50-041-01	邦訳日葡辞書	26266	13240	能	能	四能	四能	xin_		2	2			ノゥ	シノゥ					771r†		n_
50-041-01	邦訳日葡辞書	26267	13241	師	師	師坊	師の坊	xinobo_	混種語	1	1			シ	シノバゥ					772l		xi
50-041-01	邦訳日葡辞書	26268	13241	坊	坊	師坊	師の坊	xinobo_	混種語	3	2			バゥ	シノバゥ					772l		bo_
50-041-01	邦訳日葡辞書	26269	13242	士	士	士農工商	士農工商	xin_c_xo_		1	1			シ	シノゥコゥシャゥ					772l†		xi
50-041-01	邦訳日葡辞書	26270	13242	農	農	士農工商	士農工商	xin_c_xo_		2	2			ノゥ	シノゥコゥシャゥ					772l†		n_
50-041-01	邦訳日葡辞書	26271	13242	工	工	士農工商	士農工商	xin_c_xo_		3	2			コゥ	シノゥコゥシャゥ					772l†		c_
50-041-01	邦訳日葡辞書	26272	13242	商	商	士農工商	士農工商	xin_c_xo_		4	2			シャゥ	シノゥコゥシャゥ					772l†		xo_
50-041-01	邦訳日葡辞書	26273	13243	四	四	四柱	四の柱	xinogi_	混種語	1	1			シ	シノヂュゥ					772l†		xi
50-041-01	邦訳日葡辞書	26274	13243	柱	柱	四柱	四の柱	xinogi_	混種語	3	2			ヂュゥ	シノヂュゥ					772l†		gi_
50-041-01	邦訳日葡辞書	26275	13244	四	四	四二	四の二	xinoni	混種語	1	1			シ	シノニ					772l		xi
50-041-01	邦訳日葡辞書	26276	13244	二	二	四二	四の二	xinoni	混種語	3	1			ニ	シノニ					772l		ni
50-041-01	邦訳日葡辞書	26277	13245	四	四	四緒	四の緒	xino vo	混種語	1	1			シ	シノヲ					772l†		xi
50-041-01	邦訳日葡辞書	26278	13246	神	神	神拜	神拝	xinpai		1	2			シン	シンパイ					772l		xin
50-041-01	邦訳日葡辞書	26279	13246	拜	拝	神拜	神拝	xinpai		2	2			パイ	シンパイ					772l		pai
50-041-01	邦訳日葡辞書	26280	13247	神	神	神盃	神盃	xinpai		1	2			シン	シンパイ				推定表記出現形：神盃・新盃	772l		xin
50-041-01	邦訳日葡辞書	26281	13247	盃	盃	神盃	神盃	xinpai		2	2			パイ	シンパイ				推定表記出現形：神盃・新盃	772l		pai
50-041-01	邦訳日葡辞書	26282	13248	新	新	新盃	新盃	xinpai		1	2			シン	シンパイ				推定表記出現形：神盃・新盃	772l		xin
50-041-01	邦訳日葡辞書	26283	13248	盃	盃	新盃	新盃	xinpai		2	2			パイ	シンパイ				推定表記出現形：神盃・新盃	772l		pai
50-041-01	邦訳日葡辞書	26284	13249	進	進	進發	進発	xinpat		1	2			シン	シンパっ					772r		xin
50-041-01	邦訳日葡辞書	26285	13249	發	発	進發	進発	xinpat		2	2			パっ	シンパっ					772r		pat
50-041-01	邦訳日葡辞書	26286	13250	新	新	新編	新編	xinpen		1	2			シン	シンペン					772r†		xin
50-041-01	邦訳日葡辞書	26287	13250	編	編	新編	新編	xinpen		2	2			ペン	シンペン					772r†		pen
50-041-01	邦訳日葡辞書	26288	13251	宸	宸	宸筆	宸筆	xinpit		1	2			シン	シンピっ				推定表記出現形：宸筆・親筆	772r	2項目を統合（xinxeqiのvel注記）	xin
50-041-01	邦訳日葡辞書	26289	13251	筆	筆	宸筆	宸筆	xinpit		2	2			ピっ	シンピっ				推定表記出現形：宸筆・親筆	772r	2項目を統合（xinxeqiのvel注記）	pit
50-041-01	邦訳日葡辞書	26290	13252	親	親	親筆	親筆	xinpit		1	2			シン	シンピっ				推定表記出現形：宸筆・親筆	772r		xin
50-041-01	邦訳日葡辞書	26291	13252	筆	筆	親筆	親筆	xinpit		2	2			ピっ	シンピっ				推定表記出現形：宸筆・親筆	772r		pit
50-041-01	邦訳日葡辞書	26292	13253	？	？	？方	？方	xinpo_		1	2			シン	シンパゥ					772r		xin
50-041-01	邦訳日葡辞書	26293	13253	方	方	？方	？方	xinpo_		2	2			パゥ	シンパゥ					772r		po_
50-041-01	邦訳日葡辞書	26294	13254	新	新	新法	新法	xinpo_		1	2			シン	シンパゥ					772r†		xin
50-041-01	邦訳日葡辞書	26295	13254	法	法	新法	新法	xinpo_		2	2			パゥ	シンパゥ					772r†		po_
50-041-01	邦訳日葡辞書	26296	13255	心	心	心腑	心腑	xinpu		1	2			シン	シンプ					772r		xin
50-041-01	邦訳日葡辞書	26297	13255	腑	腑	心腑	心腑	xinpu		2	1			プ	シンプ					772r		pu
50-041-01	邦訳日葡辞書	26298	13256	心	心	心腹	心腹	xinpucu		1	2			シン	シンプク					772r		xin
50-041-01	邦訳日葡辞書	26299	13256	腹	腹	心腹	心腹	xinpucu		2	2			プク	シンプク					772r		pucu
50-041-01	邦訳日葡辞書	26300	13257	信	信	信服	信服	xinpucu		1	2			シン	シンプク				"見出し語出現形：xinpucu. l, ximbucu."	772r†		xin
50-041-01	邦訳日葡辞書	26301	13257	服	服	信服	信服	xinpucu		2	2			プク	シンプク				"見出し語出現形：xinpucu. l, ximbucu."	772r†		pucu
50-041-01	邦訳日葡辞書	26302	13258	神	神	神家	神家	xinqe		1	2			シン	シンケ				"見出し語出現形：xinqe. l, xinqeno fito."	772r	複合派生項目：xinqeno fito	xin
50-041-01	邦訳日葡辞書	26303	13258	家	家	神家	神家	xinqe		2	1			ケ	シンケ				"見出し語出現形：xinqe. l, xinqeno fito."	772r	複合派生項目：xinqeno fito	qe
50-041-01	邦訳日葡辞書	26304	13259	晨	晨	晨鷄	晨鶏	xinqei		1	2			シン	シンケイ					772r		xin
50-041-01	邦訳日葡辞書	26305	13259	鷄	鶏	晨鷄	晨鶏	xinqei		2	2			ケイ	シンケイ					772r		qei
50-041-01	邦訳日葡辞書	26306	13260	深	深	深閨	深閨	xinqei		1	2			シン	シンケイ					772r		xin
50-041-01	邦訳日葡辞書	26307	13260	閨	閨	深閨	深閨	xinqei		2	2			ケイ	シンケイ					772r		qei
50-041-01	邦訳日葡辞書	26308	13261	神	神	神鏡	神鏡	xinqei		1	2			シン	シンケイ					772r†		xin
50-041-01	邦訳日葡辞書	26309	13261	鏡	鏡	神鏡	神鏡	xinqei		2	2			ケイ	シンケイ					772r†		qei
50-041-01	邦訳日葡辞書	26310	13262	進	進	進獻	進献	xinqen		1	2			シン	シンケン					772r		xin
50-041-01	邦訳日葡辞書	26311	13262	獻	献	進獻	進献	xinqen		2	2			ケン	シンケン					772r		qen
50-041-01	邦訳日葡辞書	26312	13263	心	心	心氣	心気	xinqi		1	2			シン	シンキ					772r	複合派生項目：xinqina	xin
50-041-01	邦訳日葡辞書	26313	13263	氣	気	心氣	心気	xinqi		2	1			キ	シンキ					772r	複合派生項目：xinqina	qi
50-041-01	邦訳日葡辞書	26314	13264	新	新	新規	新規	xinqi		1	2			シン	シンキ					772r†	"複合派生項目：xinqina, xinqini"	xin
50-041-01	邦訳日葡辞書	26315	13264	規	規	新規	新規	xinqi		2	1			キ	シンキ					772r†	"複合派生項目：xinqina, xinqini"	qi
50-041-01	邦訳日葡辞書	26316	13265	神	神	神麹	神麹	xinqicu		1	2			シン	シンキク					772r†		xin
50-041-01	邦訳日葡辞書	26317	13265	麹	麹	神麹	神麹	xinqicu		2	2			キク	シンキク					772r†		qicu
50-041-01	邦訳日葡辞書	26318	13266	辛	辛	辛勤	辛勤	xinqin		1	2			シン	シンキン					772r		xin
50-041-01	邦訳日葡辞書	26319	13266	勤	勤	辛勤	辛勤	xinqin		2	2			キン	シンキン					772r		qin
50-041-01	邦訳日葡辞書	26320	13267	宸	宸	宸襟	宸襟	xinqin		1	2			シン	シンキン					772r		xin
50-041-01	邦訳日葡辞書	26321	13267	襟	襟	宸襟	宸襟	xinqin		2	2			キン	シンキン					772r		qin
50-041-01	邦訳日葡辞書	26322	13268	眞	真	眞金	真金	xinqin		1	2			シン	シンキン					772r		xin
50-041-01	邦訳日葡辞書	26323	13268	金	金	眞金	真金	xinqin		2	2			キン	シンキン					772r		qin
50-041-01	邦訳日葡辞書	26324	13269	臣	臣	臣近	臣近	xinqin		1	2			シン	シンキン					773l†		xin
50-041-01	邦訳日葡辞書	26325	13269	近	近	臣近	臣近	xinqin		2	2			キン	シンキン					773l†		qin
50-041-01	邦訳日葡辞書	26326	13270	新	新	新京	新京	xinqio_		1	2			シン	シンキャゥ					773l†		xin
50-041-01	邦訳日葡辞書	26327	13270	京	京	新京	新京	xinqio_		2	2			キャゥ	シンキャゥ					773l†		qio_
50-041-01	邦訳日葡辞書	26328	13271	新	新	新給	新給	xinqi_		1	2			シン	シンキュゥ					773l		xin
50-041-01	邦訳日葡辞書	26329	13271	給	給	新給	新給	xinqi_		2	2			キュゥ	シンキュゥ					773l		qi_
50-041-01	邦訳日葡辞書	26330	13272	新	新	新舊	新旧	xinqi_		1	2			シン	シンキュゥ					773l†		xin
50-041-01	邦訳日葡辞書	26331	13272	舊	旧	新舊	新旧	xinqi_		2	2			キュゥ	シンキュゥ					773l†		qi_
50-041-01	邦訳日葡辞書	26332	13273	森	森	森羅萬像	森羅万像	xinra manzo_		1	2			シン	シンラマンザゥ					773l		xin
50-041-01	邦訳日葡辞書	26333	13273	羅	羅	森羅萬像	森羅万像	xinra manzo_		2	1			ラ	シンラマンザゥ					773l		ra
50-041-01	邦訳日葡辞書	26334	13273	萬	万	森羅萬像	森羅万像	xinra manzo_		3	2			マン	シンラマンザゥ					773l		man
50-041-01	邦訳日葡辞書	26335	13273	像	像	森羅萬像	森羅万像	xinra manzo_		4	2			ザゥ	シンラマンザゥ					773l		zo_
50-041-01	邦訳日葡辞書	26336	13274	進	進	進覽	進覧	xinran		1	2			シン	シンラン					773l		xin
50-041-01	邦訳日葡辞書	26337	13274	覽	覧	進覽	進覧	xinran		2	2			ラン	シンラン					773l		ran
50-041-01	邦訳日葡辞書	26338	13275	神	神	神靈	神霊	xinrei		1	2			シン	シンレイ					773l	2項目を統合	xin
